"id_tweet","texto_original"
502,"Buenos días twitteros,un poquito de golf hoy,os deseo un gran día a todos."
503,"Buenos días ;-)))"
504,"Bdías. Grandes esperanzas para hoy en los tribunales y el parlamento. Espero compensar la tristeza económica con alguna alegría política."
505,"No lo digo a humo de pajas. En la cena de EM estuvieron Soraya, 6 ministros, el pte. del Congreso y el del TS. Hoy estoy bien informado."
506,"Nos merecemos a Rubalcaba http://t.co/WgxaYUtu via @el_plural"
507,"Feliz patrón a todos los periodistas!"
508,"Veo que cientos -tal vez más de mil- os acogistéis ya anoche a la superpromo de los 80.000. @clienteorbyt os resolverá cualquier duda."
509,"Como?...La alcaldesa de Manilva admite que sus empleados sustraen bienes municipales http://t.co/DHElEeV8 via @elmundoes"
510,"Enhorabuena @eliasbendodo y @oblader , esto pone de manifiesto la importancia de la @diputacionMLG  http://t.co/TnI9YbZX"
511,"Buenos días a todos, en especial a los q trabajáis en medios, hoy es la festividad de San Francisco de Sales, patrón de los periodistas."
512,"Hoy tengo una cita que me hace mucha ilusión:Esta tarde estaré con mi admirada @julia_otero !! Os espero!! en @Juliaenlaonda en @OndaCero_es"
513,"De modo q el proyecto del Auditorio para #Malaga lo venden como publico, tiene un director nombrado q pagamos todos,ahora inversión privada"
514,"Avancemos...nosotros a lo nuestro.. está ya aquí Rosa Diez..."
515,"Bienvenida, amiga criminóloga “@NahikariSanchez: @pedroj_ramirez Yo soy una de las nuevas orbyteras... :) @clienteorbyt”"
516,"De acuerdo “@Zabralkan: se equivocan diciendo que orbyt es futuro, es el presente. En el futuro habrá que adaptar el formato a digital.”"
517,"Aprovechemos hoy el día de los periodistas xa hacer una lista de cosas q no deberíamos permitir losProfesionales del periodismo..."
518,"Impulsaremos la competitividad de las PYMES a través de la internacionalización y de fórmulas novedosas de financiación. #elcambioandaluz"
519,"El #gobiernodelcambio creará un calendario de pagos que dote de liquidez a las PYMES ante la morosidad de la administración #elcambioandaluz"
520,"¡Buenos días!. A partir de las 10:00 intervengo en el Pleno como portavoz del @ppjuntaasturias. http://t.co/Hgy5waBx #Asturias"
521,"Reforma del sistema financiero: una de mis prioridades para que las empresas puedan acceder al crédito y la Junta deje de ser un obstáculo."
522,"Así se gana un debate - El foso de la orquesta - Blog ABC.es http://t.co/WRU7nYpm vía @abc_es"
523,"A pesar de todo, buen día para releer el discurso de Gabriel García Márquez ""El mejor oficio del mundo"" http://t.co/1nxsHFFr #periodismo"
524,"#Andalucía necesita un gobierno que defienda los intereses generales, regenere la vida pública y suscite confianza para crear empleo."
525,"El #gobiernodelcambio tendrá los brazos abiertos para todo euro que llegue a #Andalucía para crear empleo y oportunidades. #elcambioandaluz"
526,"24 enero: San Francisco de Sales, patrono de lo periodistas. Que ilumine la profesion y a todos los que trabajan en ella. Feliz dia compis!"
527,"El Tesoro coloca 2.506 millones en letras, el máximo previsto, a tipos más bajos - http://t.co/IHm9JvaE"
528,"Buena noticia. Subasta de bonos hoy!!"
529,"Nuevas profesiones para nuevos tiempos... http://t.co/oRkCwM9t"
530,"5. ...un partido capaz de vertebrar España como proyecto colectivo, capaz de decir lo mismo en todas partes.. http://t.co/XvGIpGu2"
531,"Recomiendo a los abonados a Orbyt que no se pierdan hoy a las 8 la transmisión de Iolanta-Perséfone desde el Real. Gratis para ellos."
532,"Una maravilla compartir encuentro con @belenjurado @laurachica y (@ ESESA Escuela de Negocios) http://t.co/L33EcAtR"
533,"Si no te lo mandan por correo “@ussitano: Genial la promoción de Orbyt.... Si tienes una tienda k-tuin en tu ciudad."
534,"¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa"
535,"Amigos/amigas.Graciaspor vuestras felicitaciones. A mis 28 años, esto se agradece."
536,"Un homenaje en @mananascuatro a una de las voces grandes del blues que ha dicho adiós...  http://t.co/Yz1x9rBd vía @youtube"
537,"En los suplementos del pasado fin de semana posan dos bellezas: Nieves Alvarez y Eva González. Nombres y apellidos que, al fin, se entienden"
538,"“@PacoFMarugan: Es una magnifica noticia el q los agentes acuerden salarios para los 3 próximos años.Asi se sostendrá mejor la economia”"
539,"Impulsaremos ref.Ley del Menor para endurecer penas delitos contra niños y adolescentes y cumplimiento íntegro:Tod@s con la familia de Marta"
540,"Antes de que acabe Febrero “@javiyuris: @pedroj_ramirez Cuándo estará disponible el cine en Orbyt?”"
541,"Me conoces bien “@lasantacova: ¿Le gustaría a @pedroj_ ser presidente de RTVE? Se que no aceptaría el cargo; su vida es @elmundoes”"
542,"La donación de médula ósea puede salvar vidas y requiere de un proceso relativamente sencillo. #DonaMedula ( RT plis)"
543,"Cualquier persona con buena salud entre los 18 y los 55 años puede ser donante de médula. #DonaMedula ( RT plis)"
544,"Menos es más: con pequeñas colaboraciones sumamos todos #DonaMedula ( RT plis)"
545,"Todos los años se diagnostican en España 5.000 nuevos casos de leucemia, 11 cada día #DonaMedula ( RT plis )"
546,"Para 3 de 4 pacientes encontrar un donante voluntario es a menudo la única oportunidad de curación. #DonaMedula ( RT por favor )"
547,"La probabilidad de encontrar un donante de médula compatible es de 1 entre 40.000 personas. #DonaMedula ( RT por favor )"
548,"Hoy somos nosotros. Mañana puedes ser tú. #DonaMedula ( RT por favor)"
549,"Ponencia de Economía que presentamos al Congreso Nacional del Partido Popular... con los #emprendedores http://t.co/41OJc2ji"
550,"Lo reconozco: siento mucha envidia de los q están en @madridfusion !! Y yo maquillado como una puerta!!!;))) ALGÚN DÍA..."
551,"Gracias Jose Manuel ;-)) RT @jmatencia: . @jmatencia Me ayudas Jose Manuel ? http://t.co/iNoUlER2 #DonaMedula"
552,"Quedan 2 minutos! Vamos a hacer #DonaMedula TT !!! http://t.co/iNoUlER2 ( RT plis )"
553,"Gracias mil RT @ana_lorenzo: “@mariviromero: . @ana_lorenzo Me ayudas Ana ? http://t.co/iNoUlER2 #DonaMedula” #recomendar"
554,"Gracias ! RT @Algabii: Quedan 2 minutos! Vamos a hacer #DonaMedula TT !!! http://t.co/iNoUlER2 ( RT plis )"
555,"La donación de médula ósea puede salvar vidas y requiere de un proceso relativamente sencillo. #DonaMedula"
556,"«Afortunadamente el estado de derecho funciona», Diariovasco.tv: http://t.co/TCnK6umf"
557,"Feijóo propone cambiar el sistema farmacéutico para que paguen más quienes más ganan. Entrevista en @servimedia http://t.co/CgIDr6qu"
558,"Gracias a todos. Acabo de soportar en la Audiencia Nacional un desagradable interrogatorio de Goiricelaya. Parecía el acusado."
559,"El Supremo pagaría por librarse del caso Garzón por el franquismo. @mrtfernandez sacará a debate el nuevo juicio y habrá más..."
560,"La acusación particular pide al Supremo la nulidad para celebrar un nuevo juicio #MartaDelCastillo http://t.co/HkRsvEku"
561,"Gracias Nacho! RT @naxob A todos mis amigos periodistas. Feliz #diadelosperiodistas @EvaORegan"
562,"millones de gracias a todos y mi mas sincera enhorabuena a @ceslava : #DonaMedula ha sido TT MUNDIAL ;-))))"
563,"De verdad que es lamentable ver a politicos malagueños, diciendo  aqui primero que el dialogo les encanta...y tuitean solo frases hechas...."
564,"Luis de Velasco:""Aguirre quiere crear la república independiente de juegolandia"" http://t.co/r3gQL2qF"
565,"@mgilguerrero @alonso_dm Entiendo perfectamente lo que dices"
566,"Buenas tardes a todos. Penúltimo entrenamiento antes de la vuelta de Copa. Todo en orden y con muchas ganas de que llegue mañana."
567,"@nuriapr10 @MarisolAlvarezA  Feliz #diadelosperiodistas compañeras. Por tantos años de vocación compartida :)"
568,"Concluyo con este. El mister y yo luchamos x los mismos intereses y junto con el equipo, iremos todos a muerte. Hala madrid..!!"
569,"El Jeme sobre la evolución de la relación entre prensa y Ejército: ""Vosotros sois nuestros medios y nosotros, vuestro Ejército"""
570,"Me alegra mucho que Rafa Nadal le haya ganado al chulo de Berdych."
571,"Mou en estado puro se pasa el sentir popular por el arco de la portería: ""Si Pepe está bien físicamente, jugará"" http://t.co/Sm90R9yK"
572,"Estamos pendientes del segundo juicio a Garzón en el Supremo.También en el TD1 primera visita del nuevo ministro del interior al País Vasco."
573,"A poner gasolina que llevo dos días con la reserva encendida... ;-)) (@ Gasolinera BP Ciudad Jardin) http://t.co/LpRvhMIh"
574,"Me encantaron, Cristina. Salimos muy bien :)) “@CristinaHMateos: @pedroj_ramirez Pedro, te llegaron las fotos?!”"
575,": El compositor español Alberto Iglesias logra una nominación a los Oscar"
576,"Hoy día de belleza!!Toca dedicarme a mi!!"
577,"Enhorabuena, Fernando y Cristina #aunquenololeáis"
578,"#AndaluciaImparable otra gran gestion del gran @reciomanolo  http://t.co/14QxOemO"
579,"Mas inversiones para la provincia de #Malaga . Enhorabuena @eliasbendodo y @oblader @diputacionMLG  http://t.co/65gLkidB"
580,"Mas inversiones para una #Malaga sostenible . Enhorabuena @eliasbendodo @jjbernalortiz @diputacionMLG  http://t.co/kDeSMfcX"
581,"Lo dije y lo vuelvo a repetir no volveré a jugar en Europa,para todos la twitteros q me preguntáis mi destino cerca del GRAN RULO."
582,"Mi destino es estar al lado de mis hijos q es lo q mas deseo ahora ,el fútbol parece q es una puerta q se cierra cada día mas."
583,"Hoy he ofrecido a la oposición trabajar conjuntamente por 4 pactos: Educación, Economía, Territorio y Turismo...#4Pactos"
584,"@HartitoDeLecciones un FF para demócratas con ppios como: @Borja_Semper @abasagoiti @JavierMaroto @AlfonsoAlonsoPP"
585,"Es necesario cambiar la ley vigente y hacerla más justa ante casos como el de Marta del Castillo #todossomosmarta #sevillahoy"
586,"Seguimos... Un abrazo enorme!!!"
587,"Ya estamos aquí!!!;))) @Juliaenlaonda !!!;) http://t.co/D5JPRY7U"
588,"Ha empezado la (primera) comparecencia de Vice. SaénzdeSantamaría en #Congreso. Saluda uno a uno a los diputados de Comisión Constitucional."
589,"La Vicresidenta anuncia cambios legales para que las radios puedan entrar en los campos de fútbol. #Congreso"
590,"Me he reunido con el presidente de Club de Roma.Acertó hace años sobre los desafíos globales. Hoy es un indio emprendedor social estupendo."
591,"Jáuregui, PSOE, empieza su respuesta a Sáenz de Santamaría dandole su apoyo por los ""comentarios sobre su matrimonio"""
592,"Soraya anunciará dentro de unos minutos algo muy importante para la regeneración democrática: la resurrección de Montesquieu."
593,"Más propuestas para el debate. Muy interesantes las de los compañeros de la sectorial de Diversidad. Ya están en la web http://t.co/CKGEwA4x"
594,"_ @Rubalcaba_ se reúne con la delegación del PSOE Granada al 38 Congreso.Con Teresa Jiménez, gran secretaria general! http://t.co/9hcPLqWz"
595,".@cct_online No se puede saltar a la torera la legislación para crear una gran ciudad del juego de la que no conocemos nada."
596,"#Rajoy se reune en Lisboa con el primer Ministro Portugués. Le acompañan Alvaro Nadal, dtor. de la oficina económica y Jorge Moragas"
597,"Es modelo telecaster pero es hecha a mano por mi amigo Carlos Rufo. Una joyita. RT @FernandoAstur: (cont) http://t.co/1CMEHCPk"
598,"Como en un buen banquete lo mejor de la intervención de Soraya llegará al final. Primera alegría política frente a tristezas económicas."
599,"That's it. Orbyt a mitad de precio “@javierbrau: @pedroj_ramirez con la opción 2 puedes luego comprarte el modelo de Ipad que quieras.”"
600,"Gracias a tod@s “@Mas_Rubalcaba: Foto de la Plataforma pro-Rubalcaba de la Región de Murcia. #ApoyoMasRbCb http://t.co/VOYbhKrh”"
601,"De maravilla.. Feliz con el trabajo ;) RT @noe_vercher: @AlejandroSanz q tal van esa grabacion maestro??un besazo!"
602,"Que te pare la poli para pedir papeles, y tu amiga le pida una foro: No tiene precio!!! que majo! Jaaa http://t.co/DkxX7nNV"
603,"Gracias. Si, se que concierto dices pero esa vez era con un trompetista, verdad  RT @trizheart: (cont) http://t.co/BaW3skLy"
604,"un gustazo compartir programa esta noche, en @MiradaElMundo con @ccifuentes, @carloscuestaEM ."
605,"“@D_DeGea: ""@Edurnity: Hoy día de belleza!!Toca dedicarme a mi!!"" Si eres lo mas bonito del mundo!!!” IYou!!!!!"
606,"MARAVILLOSO FICHAJE!RT@minerpi: Minerva Piquero se incorpora como directora de Comunicación y RRPP de Aegis Media Iberiahttp://t.co/hLaV5r1"
607,"Jajaja.. ""Cosas de la prensa""... http://t.co/e3OoTQL5"
608,"(1) A mí me parece q hay un maltrato a la generación q llevó nuestro país de la autarquía a la normalidad: nula remuneración ahorro,"
609,"Sobre la propuesta de @UPyD al premio Nobel de la paz http://t.co/8srkSo9E"
610,"El desaire del obispo a la  Vicepresidenta del Gobierno es la  oportunidad para separar los actos civiles de los religiosos. ACONFESIONAL"
611,"Gracias a todos los seguidores que hicieron que fuera TT en Argentina. Es especial a las autoras de la iniciativa!"
612,"Tenemos nueva información de la discriminación del castellano en Cataluña. @TelediarioInter 20:30"
613,"Alierta agradece el impulso del gobierno para fomentar la internacionalización empresarial @TelediarioInter 20:30"
614,"Dentro de 20' Iolanta/Perséfone en directo desde el Real. Gratis para abonados a Orbyt. Contadnos qué os parece."
615,"@anapastor_tve Casi la primera entrevista en España, porque hasta ahora las ha hecho todas fuera... Enhorabuena!"
616,"Ahora valen 240, pero esta semana 119 “@cobaltogran: @pedroj_ para fin de año hubo las 3 cabeceras por 99€, mejor que esa...difícil :)”"
617,"Éxito Salamanca @madridfusion es de restaurantes, marcas calidad, cocineros y estudiantes hostelería. @JulioLRevueltahttp://t.co/RlV5T0o4"
618,"Rajoy: ""queremos un mecanismo de rescate cuanto mayor mejor"". ""queremos que se de apoyo (desde Europa) a quien es serio y cumple su palabra"""
619,"Hola a mis 300.000 tuitteros,gracias por estar siempre a mi lado,un besazo http://t.co/iRiC9o7Q"
620,"@_Rubalcaba_ ""creo q puedo ser útil a mi partido y creo q la verdad es un arma de comunicación política imbatible"". http://t.co/9Ga4RHC4"
621,"La Reina acaba de sentarse en el palco real. No es muy aficionada a la ópera pero esta función es muy especial."
622,"""Chico & Rita"" a los Óscars!Y con permiso de ""El gato con botas"" ese Oscar se viene para casa!Oe, oe, oe, oeeee!"
623,"@sanchez_sonia @jsdfrancisco @salomega @pedroj_ramirez @sorayapp gracias Sonia."
624,"""la recuperación del proyecto político empieza por un ejercicio de oposición solvente, útil para España"" http://t.co/cLl4O9wL"
625,"#Rajoy saluda el preacuerdo de sindicatos y empresarios en materia salarial como muy positivo para España."
626,"@_Rubalcaba_ un partido con capacidad para vertebrar la Españ autonómica.Que garantice la igualdad entre los españoles http://t.co/JCqmZ1Qz"
627,"Se está bien con PSOE Granada... Clima de #cambioyunidad"
628,"Felicidades compañera!!! @mariaescariotve, galardonada con el Premio Juan José Castillo de Periodismo: http://t.co/bGT2iXQY vía @formulatv"
629,"Ya nos vamos al hotel a cenar y descansar para el partido de mañana. Hoy Juventus-Roma. Deja Roma!!! Bona nit"
630,"Queda todo por hacer pero en lo referente a tener un equipo coherente y de calidad la mejor hasta ahora, creo, es la ministra @anapastorPP."
631,"@PabloAIglesias @salomega @sanchez_sonia @jsdfrancisco @pedroj_ramirez @sorayapp gracias pablo. Xa hablar/escribir hay q estar verdad?"
632,"Hace unos 20 dias cambié el móvil y he tardado en reiniciar mi cuenta en tweeter. He estado sin recibir mensajes y x tanto sin contestar"
633,"Ya nos vamos al hotel a cenar y descansar para el partido de mañana. Hoy Roma-juventus. Daje Roma!!! Bona nit"
634,"Por fin @Sorayapp xa q duerma tranquilo @pedroj_ramirez cuatro horas y media despueS dice q tiene intención de cambiar el sist nomb CGPJ"
635,"Quien este en alguna de las manifestaciones de apoyo a la familia de Marta del Castillo que nos mande fotos o nos cuente."
636,"Que grande ramón Jauregui!!! Afeando a @Sorayapp y @pedroj_ramirez."
637,"Soraya acaba de anunciar la reforma de elección del CGPJ en el Congreso. En su última intervención. Nunca es tarde si la dicha es buena"
638,"A trabajar, hoy cosas tècnicas. Buck ups, instalacion de nuevos plug-ins y poner a punto todo el estudio de nuevo. Manos a la obra."
639,"Que tal la tarde?  que apenas he estado por aquí ;-)"
640,"@sanchez_sonia @pmruiper No se puede ser más irrespetuoso con las formas"
641,"Está bien utilizar redes sociales para comunicar nuevo consejero transportes CAM. Mejor que convocar periodistas para leer un nombre."
642,"Y, fuera d comisión (qué remedio), Jáuregui dice q el PSOE es partidario de q al org. de control de los jueces lo elija la soberanía popular"
643,"Y 6/ Lo que deseo sobre todo destacar es el formidable conjunto cultural y administrativo que se está creando en Tabacalera: + de 44.000 m2"
644,"Un regalito para Mexico http://t.co/CClVgBZC"
645,"@RodolfoIrago Tienes razón. No es #segunhapodidoconfirmarsoraya. Es mejor #sigueapedrojparasaberdesoraya o #140caracteresyunafiltracion."
646,"El PP promocionando a grandes gestores: el caso de la nueva delegada http://t.co/dEOxMQcg"
647,"Pues Si. Aunque de corazon habia muchas mas. RT @Conchitaruiz: @AlejandroSanz en Sevilla han sido 40000 personas! Relevante cifra"
648,"Pues si :) pero para tod@s l@s que la querais escuchar. No se.. RT @Marina_pm: @AlejandroSanz ohhhh (cont) http://t.co/SKEQa2ki"
649,"Muchas gracias guApa. Ojala te guste el nuevo disco. Un abrazo hasta Canarias. RT @monihany: (cont) http://t.co/RXLyb6Ku"
650,"Alberto Iglesias, candidato al Oscar por la música de  la pelicula El topo.Me encantó."
651,"Me alegra que Orbyt te acerque tanta belleza :) “@estherfl21: @pedroj_ramirez maravillosa lolanta!!! Y subtitulada! Una pasada, gracias”"
652,"@ccifuentes gracias ;-))) mil gracias Cristina"
653,"Por si os interesa os dejo enlace a la entrevista que hoy he hecho en @Madridiario: http://t.co/zirVvOny"
654,"¡Lo mejor de mi timeline está disponible! http://t.co/0l0HzKDb"
655,"Hola, buenas noches a todos. Esta es la portada de hoy, 25 de enero http://t.co/E0x4dxEz"
656,"Los ojos se me cierran. Buenas noches. Que descanséis y mañana sea un buen día. :)"
657,"El KIA optima impresiona tela al natural... http://t.co/AMnOhUw9"
658,"Oswaldo Payá agradece a  @UPyD el apoyo a la propuesta para el Nobel de la paz http://t.co/DJiJAHdg"
659,"Las hamburguesas de butifarra de Mas Gourmets, un bocado irresistible en Madrid Fusión. http://t.co/yQs0bsFU"
660,"A ver, sabios tuiteros, ¿qué pueden ser las ""victorias íntimas"" de las que habla Brad Pitt?"
661,"RT @digitalmeteo: En digitalmeteo buscamos meteorólogo -redactor para incorporar en plantilla. Interesados: mail a emiliorey @ gmail . com"
662,"Al fin, gracias Lucia. Que pesad@s son algun@s, a fuerzas quieren meterme en el ruido. Gracias (cont) http://t.co/KOH9khhn"
663,"Viendo el Mirandes-Espanyol.¡Qué bueno “el banquero"" Infante! #Copadelrey"
664,"Twitter se expande por Europa http://t.co/8hoqDTqX #redessociales"
665,"He pasado un rato por el concierto de @virginiamaestro en la Sala Costello... Impresionante la voz que tiene, y q presencia en el escenario!"
666,"Gol! Qué maravilla el fútbol!"
667,"Lo del Mirandés es increíble!! Muchas felicidades a toda la gente de Miranda de Ebro!! Qué grande es el fútbol!!"
668,"Viendo a George Clooney en  #LosDescendientes. Parece buena"
669,"Sigo en twitter gracias a mi amigo @javipp_84 lo q pasa q ahora tengo mi cuenta privada,menos mal ahora esto será diferente,gracias amigo."
670,"Ay, el Diario de Sesiones! @JsdFrancisco: En la página 15 está lo que opinaba García Tizón sobre la reforma del CGPJ http://t.co/yEVOS4ER"
671,"La banca española adquirió de la banca del exterior más de un billón de euros q ahora tiene q devolver cerrando el crédito a las pymes."
672,"""@CDMirandes: Increíble...sin palabras...."" Espectacular, esto es futbol! Enhorabuena a todos!"
673,"Es que es tan bueno, tan grande , tan brillante y tan .... que lo tengo que compartir! ole @Goyojimenez  http://t.co/Ppdcb1Zh"
674,"Buenas noches! Descansar;-)"
675,"Dejo de tuitear esta noche. He aprovechado el viaje de vuelta de Madrid, pero ahora he de preparar el trabajo de mañana..."
676,"@pacodelatorrep buenas noches y descansa ;-))"
677,"Simplementeme acorde de mi amigo @_danielmartin_ y quise saludarle evidentemente el es un crack!!!!"
678,"Les comparto esta noticia que me llena de alegría! Gracias @GustavoDudamel por tu invitación ! Honor total! http://t.co/u2UhFWS5"
679,"Apple vende más iPhone y iPad que todos los Android juntos http://t.co/g1ixiqLF"
680,"Gracias a todos por vuestros comentarios. Buenas noches, que descanséis :-)"
681,"Escuchando esta delicia en la sala de espera de SFO: http://t.co/WwlK2Vno"
682,"Muy buenas noches followercetes! http://t.co/zsnxwT8M"
683,"Soñé que me quedaba sin preguntas.... Qué pesadilla!!! Buenos días, buen miércoles!!!"
684,"Buenos días ;-)) a por el miércoles ;-))"
685,"Café ;-)))) (@ Cafetería La Victoria) http://t.co/oXCJrJEH"
686,"La evolución de la prensa en el 2011, o la diferencia entre vender y regalar. Vía #ePeriódicohttp://t.co/LvAxpNuD"
687,"Arrancamos tertulia en @ABCPuntoRadio con @melchormiralles en @cmsaleelsol Mucho que debatir con con Jaime González y María Antonia Iglesias"
688,"Google unificará las políticas de privacidad y datos de todos sus servicios http://t.co/7uJrX0uM via @elmundoes"
689,"¡¡¡buenos días twittercillos!! FALTAN 2 DÍAS PARA EL ESTRENO #yeswespainISDIFFERENT en PALMA!!! Entradas en http://t.co/Q9HzeyLP !!ole!"
690,"La actividad mental protege del Alzheimer http://t.co/DeOrtjm3 via @elmundoes #prevención"
691,"Buen miércoles."
692,"Buenos días a todos, que tengáis un buen miércoles. Comienza el Comité de Dirección del @PPMadrid, presidido por @EsperanzAguirre"
693,"Encendido debate en @ABCPuntoRadio sobre si los jueces serán más independientes si nuestros parlamentarios no los eligen ¿Qué opináis?"
694,"Ayer 714.000 personas eligieron @TelediarioInter 20:30 para informarse. Gracias x vtra confianza. Enhorabuena equipo!!!!"
695,"La #chatidieta funciona ;-))) 2 kg en una semana!!!! "
696,"El candidato Rommney gana 16 millones de €/año y tributa al 14% igual que una familia que gana 28.000 €/año. Que fue del sueño americano?"
697,"""Por el empleo"" ""http://www.elplural.com/2012/01/24/por-el-empleo/  espero que os guste"
698,"Homenaje a @mariarojo82 ;-)))Receta #chatidieta: Pimientos rellenos de salmón y gambas | Dietas sin milagros http://t.co/qSvEREiY"
699,"El blog de @mariarojo82  dietas sanas, nutrición y falsos mitos | Dietas sin milagros - Blog diariosur.es http://t.co/LrAmWEpI"
700,"asi es RT @martinidemar: @mariviromero @mariarojo82 justo es lo que pensamos en @malagasana: el único milagro es comer bien y moverse"
701,"De la Torre recupera la apuesta por el corredor litoral http://t.co/fvVnTmnG vía @opiniondemalaga"
702,"Nuevo parque de bomberos en Archidona http://t.co/HbQF5Fcu vía @opiniondemalaga Enhorabuena @eliasbendodo @oblader @diputacionMLG"
703,"Ese tiempo socialista del todo val: e Una interventora de Diputación adjudicó obras  http://t.co/hZhoCsVv vía @malagahoy_es"
704,"Que el órgano de gobierno de los jueces se elija ppalmente por ellos es una gran noticia. #desenterrandoAMontesquieu"
705,"En coherencia con lo del CGPJ, hoy espero que los médicos gobernemos la sanidad."
706,"Que maravilla!!!! (@ Escuela Infantil Malaga Centro) [pic]: http://t.co/Js7bFnTS"
707,"A ver q cuenta hoy Gallardón en el Congreso después d q la vicepresidenta destripase ayer los grandes planes de Justicia. Buen día"
708,"MUY RECOMENDABLE ARTÍCULO DE RIDAO EN EL PAIS. Con primarias, líder fuerte y partido vacío  http://t.co/45wrXu0K vía @el_pais"
709,"A las 11:30h, reunión con la consejera de Presidencia, Justicia e Interior @reginaplaniol, para tratar temas de seguridad y coordinación"
710,"El déficit cero contradice la realidad histórica del mundo desarrollado, que ha aumentado su riqueza gracias al crédito #debateAND"
711,"La sala para dormir se la nueva escuela infantil de la Cruz Verde es espectacular. Dan ganas de quedarse dentro http://t.co/BIMJQ23a"
712,"Hemos aplicado fiscalidad progresiva: pagan más quienes más tienen, más ganan, más heredad y más contaminan #debateAND"
713,"Os gusta mi nuevo nombre @GUTY14HAZ ?"
714,"Gallardón anuncia la creación de una agencia para que se hagan compatibles todos los sistemas informáticos de la admón. de Justicia"
715,"El pasado Lunes en la GALA DE ""EL MUNDO DEPORTIVO"". Fue un placer! http://t.co/hZwhOCkq"
716,"Trabajamos por una economía más competitiva. Basada en el conocimiento, calidad e igualdad. Emprendimiento y mercados exteriores #debateAND"
717,"Gallardón va a anunciar como prioridad la reforma de la actual Ley del Aborto"
718,"Me corrigen: el 'copago' en Justicia ya existe de hecho, Gallardón lo ha citado. No news"
719,"Gallardón anuncia en minutos que la reforma de la ley del aborto incluye recuperar el consentimiento paterno"
720,"Bueno chicos me voy q tengo entrevista con el gran Javier sarda"
721,"Gallardón cita la reforma de la ley del aborto como ""la más importante"", se tramitara en la comisión de Justicia"
722,"He publicado una foto nueva en Facebook http://t.co/gBuOwQxu"
723,"Una sanidad pública, de calidad, de todos y para todos es posible. En Andalucía la tenemos y la mantenemos #debateAND"
724,"Respeto valoro y admiro el pacto x la justicia de 2001, dice gallardòn. Se lo ha contado a Soraya?"
725,"Hemos avanzado en el desarrollo de nuestra Autonomía. De las 42 leyes aprobadas, más del 60% desarrollan preceptos del Estatuto #debateAND"
726,"Transparencia y colaboración, valores que han guiado actuación de la Junta al hacer frente al uso fraudulento de fondos públicos #debateAND"
727,"Hoy en @13tv_AlDia : #Gallardón revoluciona la justicia española... ¿por qué? ¿con qué consecuencias? @DHAM_13tv @13television"
728,"Cuando la mejor recompensa es la sonrisa de un niño  http://t.co/JzrWUJ55"
729,"Bien está que Griñán diga que perseguirán trincones, hubiera estado mejor que no les hubieran consentido trincar antes. Cantemos ""Eres tú""."
730,"¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa"
731,"Llega el copago a la Justicia y llegará, con una forma u otra, a la Sanidad. Admito apuestas"
732,"(1) Merkel sobre España: ""Siento gran respeto por los esfuerzos que está realizando España para introducir ... http://t.co/2rfTxL5k"
733,"Gracias a todos por los comentarios sobre la entrevista al ministro de Economia. No puedo responderos uno a uno pero os leo....;-)"
734,"El estado de la Unión: gran pieza de Torreblanca sobre la encrucijada europea en el suplemento especial de EL PAÍS  http://t.co/vtXKYD77"
735,"Tras recibir al Cuerpo Consular de Baleares en el Consolat,ahora asisto a la toma de posesión del nuevo jefe superior de Policía de Baleares"
736,"Aquí puedes consultar el especial sobre Europa de EL PAÍS, The Guardian, Le Monde, Gazeta, Süddeutsche y La Stampa http://t.co/SDZJ102X"
737,"jaja vaya manera de preguntar http://t.co/ulMHgQH7 ¿Queremos una justicia y jueces independientes?"
738,"Cuando la sonrisa de un niño es la mejor recompensa c/c @pacodelatorrep @Pacobarry @malaga @Novaschool_es"
739,"Cuando la mejor recompensa es la sonrisa de un niño http://t.co/JzrWUJ55 c/c @pacodelatorrep @Pacobarry @malaga @Novaschool_es"
740,"Dedicado a todos los que hacen posible esas sonrisas http://t.co/JzrWUJ55 @pacodelatorrep @Pacobarry @malaga @Novaschool_es"
741,"Para eso estamos RT @Jan_Gado: @mariviromero con trampilla por que no puedo hacerlo publico, pero como promesa valido.Muchas Gracias"
742,"También de3 acuerdo: es de sentido común. El permiso paterno será necesario para abortar con 16 y 17 años http://t.co/WztqJYMC"
743,";-))))) RT @ClubBloggers: @mariviromero Cuando la mejor recompensa es la sonrisa de un niño http://t.co/71ZvEBS5 http://t.co/459tvYkl"
744,"El análisis de José Manuel Romero sobre Las falacias del independiente poder judicial que promete el PP. http://t.co/vSn7QaOV"
745,"En 2011 el smartphone supera al PC como terminal mas vendido en el mundo"
746,"Estoy de acuerdo con la protección de las víctimas. Para TODAS apoyo, justicia y reparación."
747,"Quiero dar la enhorabuena y apoyo al nuevo jefe superior de Policía de Baleares,Antonio Emilio Jarabo de la Peña."
748,". @javierarenas_pp "" @PepeGrinan le guste o no, usted nos ha llevado a la etapa d mayor desigualdad d oportunidades""  #debateAND"
749,"He propuesto a @jlescanuelaRFET y a @JLSaezR para que reciban la medalla de de #sevillahoy por sus éxitos. Dos sevillanos por el mundo!"
750,". @javierarenas_pp "" la batalla sera combatir la gran desigualdad de oportunidades en @Andalucia "" #debateAND"
